Time,Source IP,Source port,Destination IP,Destination port,Syslog priority,Operation,Protocol
8:54:00,*.1.10-20,49000-50000,*.2.140-150,4000-5000,Info,Deny,TCP
8:54:00,*.1.0-10,49000-50000,*.2.140-150,4000-5000,Info,Deny,TCP
8:54:00,*.2.60-70,3000-4000,*.1.0-10,0-1000,Info,Teardown,TCP
8:54:00,*.2.60-70,3000-4000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:10,*.2.140-150,1000-2000,*.1.0-10,0-1000,Info,Built,TCP
8:54:10,*.2.140-150,4000-5000,*.1.10-20,49000-50000,Info,Deny,TCP
8:54:10,*.2.140-150,4000-5000,*.1.0-10,49000-50000,Info,Deny,TCP
8:54:10,*.2.20-30,3000-4000,*.1.0-10,0-1000,Info,Teardown,TCP
8:54:10,*.1.10-20,49000-50000,*.2.140-150,4000-5000,Info,Deny,TCP
8:54:10,*.1.0-10,49000-50000,*.2.140-150,4000-5000,Info,Deny,TCP
8:54:10,*.2.80-90,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.2.80-90,1000-2000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:10,*.2.100-110,63000-64000,*.1.0-10,0-1000,Info,Built,UDP
8:54:10,*.2.100-110,1000-2000,*.1.0-10,0-1000,Info,Built,TCP
8:54:10,*.2.100-110,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.2.100-110,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.2.100-110,1000-2000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:10,*.2.100-110,1000-2000,*.1.0-10,0-1000,Info,Built,TCP
8:54:10,*.2.100-110,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.2.140-150,4000-5000,*.1.0-10,49000-50000,Info,Deny,TCP
8:54:10,*.2.140-150,4000-5000,*.1.10-20,49000-50000,Info,Deny,TCP
8:54:10,*.1.10-20,49000-50000,*.2.140-150,4000-5000,Info,Deny,TCP
8:54:10,*.1.0-10,49000-50000,*.2.140-150,4000-5000,Info,Deny,TCP
8:54:10,*.2.60-70,1000-2000,*.1.0-10,0-1000,Info,Teardown,TCP
8:54:10,*.2.60-70,1000-2000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:10,*.2.70-80,4000-5000,*.1.0-10,0-1000,Info,Teardown,TCP
8:54:10,*.2.70-80,4000-5000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:10,*.2.90-100,1000-2000,*.1.10-20,0-1000,Info,Teardown,TCP
8:54:10,*.2.100-110,3000-4000,*.1.0-10,0-1000,Info,Built,TCP
8:54:10,*.2.100-110,3000-4000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.2.100-110,3000-4000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.2.100-110,3000-4000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:10,*.2.100-110,3000-4000,*.1.0-10,0-1000,Info,Built,TCP
8:54:10,*.2.100-110,3000-4000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.2.150-160,55000-56000,*.1.0-10,0-1000,Info,Teardown,UDP
8:54:10,*.2.110-120,4000-5000,*.1.0-10,0-1000,Info,Teardown,TCP
8:54:10,*.2.110-120,4000-5000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:10,*.2.110-120,4000-5000,*.1.0-10,0-1000,Info,Teardown,TCP
8:54:10,*.2.110-120,4000-5000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:10,*.2.140-150,4000-5000,*.1.10-20,49000-50000,Info,Deny,TCP
8:54:10,*.2.140-150,4000-5000,*.1.0-10,49000-50000,Info,Deny,TCP
8:54:10,*.2.80-90,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.2.80-90,1000-2000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:10,*.2.110-120,4000-5000,*.1.0-10,0-1000,Info,Teardown,TCP
8:54:10,*.1.10-20,49000-50000,*.2.140-150,4000-5000,Info,Deny,TCP
8:54:10,*.1.0-10,49000-50000,*.2.140-150,4000-5000,Info,Deny,TCP
8:54:10,*.2.40-50,1000-2000,*.1.0-10,0-1000,Info,Teardown,TCP
8:54:00,*.2.40-50,0-1000,*.1.0-10,0-1000,Info,Teardown,UDP
8:54:10,*.2.90-100,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.2.90-100,1000-2000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:10,*.2.120-130,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.2.120-130,1000-2000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:10,*.1.10-20,49000-50000,*.2.140-150,4000-5000,Info,Deny,TCP
8:54:10,*.1.0-10,49000-50000,*.2.140-150,4000-5000,Info,Deny,TCP
8:54:10,*.2.60-70,3000-4000,*.1.0-10,0-1000,Info,Built,TCP
8:54:10,*.2.60-70,3000-4000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.2.60-70,3000-4000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:10,*.2.60-70,3000-4000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.2.50-60,56000-57000,*.1.0-10,0-1000,Info,Built,UDP
8:54:10,*.2.50-60,4000-5000,*.1.0-10,0-1000,Info,Built,TCP
8:54:10,*.2.50-60,4000-5000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.2.50-60,4000-5000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.2.50-60,4000-5000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:10,*.2.40-50,2000-3000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.2.40-50,2000-3000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:10,*.2.50-60,4000-5000,*.1.0-10,0-1000,Info,Built,TCP
8:54:10,*.2.50-60,4000-5000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.2.60-70,1000-2000,*.1.0-10,0-1000,Info,Built,TCP
8:54:10,*.2.60-70,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.2.60-70,1000-2000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:10,*.2.60-70,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.1.10-20,49000-50000,*.2.140-150,4000-5000,Info,Deny,TCP
8:54:10,*.1.0-10,49000-50000,*.2.140-150,4000-5000,Info,Deny,TCP
8:54:10,*.2.20-30,1000-2000,*.1.10-20,49000-50000,Info,Teardown,TCP
8:54:10,*.2.20-30,1000-2000,*.1.0-10,49000-50000,Info,Teardown,TCP
8:54:10,*.2.110-120,3000-4000,*.1.0-10,0-1000,Info,Teardown,TCP
8:54:10,*.2.110-120,3000-4000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:10,*.2.110-120,3000-4000,*.1.0-10,0-1000,Info,Teardown,TCP
8:54:10,*.2.110-120,3000-4000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:10,*.1.10-20,49000-50000,*.2.140-150,4000-5000,Info,Deny,TCP
8:54:10,*.1.0-10,49000-50000,*.2.140-150,4000-5000,Info,Deny,TCP
8:54:10,*.2.60-70,3000-4000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.2.60-70,3000-4000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:10,*.2.70-80,4000-5000,*.1.0-10,0-1000,Info,Built,TCP
8:54:10,*.2.70-80,4000-5000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.2.70-80,4000-5000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:10,*.2.130-140,4000-5000,*.1.0-10,0-1000,Info,Teardown,TCP
8:54:10,*.2.130-140,4000-5000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:10,*.2.70-80,4000-5000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.2.130-140,4000-5000,*.1.0-10,0-1000,Info,Built,TCP
8:54:10,*.2.130-140,4000-5000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.2.130-140,4000-5000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:10,*.2.130-140,4000-5000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.2.60-70,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.2.60-70,1000-2000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:10,*.2.30-40,4000-5000,*.1.0-10,0-1000,Info,Built,TCP
8:54:10,*.2.30-40,4000-5000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.2.30-40,4000-5000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.2.30-40,4000-5000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:10,*.2.30-40,4000-5000,*.1.0-10,0-1000,Info,Built,TCP
8:54:10,*.2.30-40,4000-5000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.1.10-20,49000-50000,*.2.140-150,4000-5000,Info,Deny,TCP
8:54:10,*.1.0-10,49000-50000,*.2.140-150,4000-5000,Info,Deny,TCP
8:54:10,*.2.70-80,1000-2000,*.1.0-10,0-1000,Info,Teardown,TCP
8:54:10,*.2.90-100,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.2.90-100,1000-2000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:10,*.2.10-20,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.2.10-20,1000-2000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:10,*.2.110-120,4000-5000,*.1.10-20,49000-50000,Info,Teardown,TCP
8:54:10,*.2.110-120,4000-5000,*.1.0-10,49000-50000,Info,Teardown,TCP
8:54:10,*.2.60-70,3000-4000,*.1.0-10,49000-50000,Info,Teardown,TCP
8:54:10,*.1.0-10,49000-50000,*.2.140-150,4000-5000,Info,Deny,TCP
8:54:10,*.1.10-20,49000-50000,*.2.140-150,4000-5000,Info,Deny,TCP
8:54:10,*.2.120-130,1000-2000,*.1.0-10,0-1000,Info,Teardown,TCP
8:54:10,*.2.120-130,1000-2000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:10,*.2.70-80,4000-5000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.2.70-80,4000-5000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:10,*.2.130-140,4000-5000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.2.130-140,4000-5000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:10,*.2.90-100,4000-5000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.2.90-100,4000-5000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:10,*.2.90-100,63000-64000,*.1.0-10,0-1000,Info,Built,UDP
8:54:10,*.2.90-100,4000-5000,*.1.0-10,0-1000,Info,Built,TCP
8:54:10,*.2.90-100,4000-5000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.2.90-100,4000-5000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.2.90-100,4000-5000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:10,*.2.90-100,4000-5000,*.1.0-10,0-1000,Info,Built,TCP
8:54:10,*.2.90-100,4000-5000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.2.80-90,4000-5000,*.1.0-10,0-1000,Info,Teardown,TCP
8:54:10,*.2.80-90,4000-5000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:10,*.2.80-90,4000-5000,*.1.0-10,0-1000,Info,Teardown,TCP
8:54:10,*.2.80-90,4000-5000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:10,*.1.0-10,49000-50000,*.2.140-150,4000-5000,Info,Deny,TCP
8:54:10,*.1.10-20,49000-50000,*.2.140-150,4000-5000,Info,Deny,TCP
8:54:10,*.2.30-40,4000-5000,*.1.0-10,0-1000,Info,Built,UDP
8:54:10,*.2.90-100,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.2.90-100,1000-2000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:10,*.2.30-40,4000-5000,*.1.0-10,0-1000,Info,Built,TCP
8:54:10,*.2.30-40,4000-5000,*.1.0-10,49000-50000,Info,Built,TCP
8:54:10,*.2.30-40,4000-5000,*.1.0-10,0-1000,Info,Built,UDP
8:54:10,*.2.10-20,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.2.30-40,4000-5000,*.1.0-10,49000-50000,Info,Built,TCP
8:54:10,*.2.30-40,4000-5000,*.1.0-10,0-1000,Info,Built,TCP
8:54:10,*.2.30-40,4000-5000,*.1.0-10,0-1000,Info,Built,TCP
8:54:10,*.2.30-40,4000-5000,*.1.0-10,0-1000,Info,Built,TCP
8:54:10,*.2.30-40,4000-5000,*.1.0-10,0-1000,Info,Built,TCP
8:54:10,*.2.30-40,4000-5000,*.1.0-10,0-1000,Info,Teardown,TCP
8:54:10,*.2.30-40,4000-5000,*.1.0-10,0-1000,Info,Teardown,TCP
8:54:10,*.2.120-130,1000-2000,*.1.0-10,0-1000,Info,Built,TCP
8:54:10,*.2.120-130,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.2.120-130,1000-2000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:10,*.2.120-130,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.2.20-30,3000-4000,*.1.0-10,0-1000,Info,Built,TCP
8:54:10,*.2.20-30,3000-4000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.2.20-30,3000-4000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.2.20-30,3000-4000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:10,*.2.20-30,3000-4000,*.1.0-10,0-1000,Info,Built,TCP
8:54:10,*.2.20-30,3000-4000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.2.90-100,4000-5000,*.1.0-10,0-1000,Info,Teardown,TCP
8:54:10,*.2.90-100,4000-5000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:10,*.2.90-100,4000-5000,*.1.0-10,0-1000,Info,Teardown,TCP
8:54:10,*.2.90-100,4000-5000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:10,*.2.110-120,51000-52000,*.1.0-10,0-1000,Info,Built,UDP
8:54:10,*.2.110-120,4000-5000,*.1.0-10,0-1000,Info,Built,TCP
8:54:10,*.2.110-120,4000-5000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.2.110-120,4000-5000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:10,*.2.110-120,4000-5000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:10,*.2.110-120,4000-5000,*.1.0-10,0-1000,Info,Built,TCP
8:54:10,*.2.110-120,4000-5000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.100-110,3000-4000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.100-110,3000-4000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:20,*.2.70-80,51000-52000,*.1.0-10,0-1000,Info,Built,UDP
8:54:20,*.2.70-80,1000-2000,*.1.0-10,0-1000,Info,Built,TCP
8:54:20,*.2.70-80,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.70-80,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.70-80,1000-2000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:20,*.2.70-80,1000-2000,*.1.0-10,0-1000,Info,Built,TCP
8:54:20,*.2.70-80,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.60-70,4000-5000,*.1.0-10,0-1000,Info,Teardown,TCP
8:54:20,*.2.60-70,4000-5000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:20,*.2.60-70,4000-5000,*.1.0-10,0-1000,Info,Teardown,TCP
8:54:20,*.2.60-70,4000-5000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:20,*.2.40-50,1000-2000,*.1.0-10,0-1000,Info,Built,TCP
8:54:20,*.2.40-50,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.120-130,1000-2000,*.1.0-10,0-1000,Info,Built,TCP
8:54:20,*.2.120-130,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.40-50,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.40-50,1000-2000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:20,*.2.120-130,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.120-130,1000-2000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:20,*.2.120-130,1000-2000,*.1.0-10,0-1000,Info,Built,TCP
8:54:20,*.2.40-50,1000-2000,*.1.0-10,0-1000,Info,Built,TCP
8:54:20,*.2.120-130,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.40-50,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.60-70,4000-5000,*.1.0-10,0-1000,Info,Teardown,TCP
8:54:20,*.2.60-70,4000-5000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:20,*.2.60-70,4000-5000,*.1.0-10,0-1000,Info,Teardown,TCP
8:54:20,*.2.60-70,4000-5000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:20,*.2.10-20,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.10-20,1000-2000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:20,*.2.140-150,1000-2000,*.1.0-10,0-1000,Info,Teardown,TCP
8:54:20,*.2.90-100,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.90-100,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.90-100,1000-2000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:20,*.2.90-100,1000-2000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:20,*.2.30-40,4000-5000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.30-40,4000-5000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:20,*.2.170-180,1000-2000,*.1.0-10,0-1000,Info,Teardown,TCP
8:54:20,*.2.170-180,1000-2000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:20,*.2.170-180,1000-2000,*.1.0-10,0-1000,Info,Teardown,TCP
8:54:20,*.2.170-180,1000-2000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:20,*.2.110-120,59000-60000,*.1.0-10,0-1000,Info,Built,UDP
8:54:20,*.2.110-120,4000-5000,*.1.0-10,0-1000,Info,Built,TCP
8:54:20,*.2.100-110,3000-4000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.100-110,3000-4000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:20,*.2.80-90,1000-2000,*.1.0-10,0-1000,Info,Built,TCP
8:54:20,*.2.80-90,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.80-90,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.80-90,1000-2000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:20,*.2.80-90,1000-2000,*.1.0-10,0-1000,Info,Built,TCP
8:54:20,*.2.80-90,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.110-120,4000-5000,*.1.0-10,0-1000,Info,Teardown,TCP
8:54:20,*.2.110-120,4000-5000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:20,*.2.110-120,4000-5000,*.1.0-10,0-1000,Info,Teardown,TCP
8:54:20,*.2.110-120,4000-5000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:20,*.2.60-70,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.60-70,1000-2000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:20,*.2.140-150,1000-2000,*.1.0-10,49000-50000,Info,Built,TCP
8:54:20,*.2.140-150,57000-58000,*.1.0-10,0-1000,Info,Built,UDP
8:54:20,*.2.140-150,1000-2000,*.1.10-20,49000-50000,Info,Built,TCP
8:54:20,*.2.140-150,1000-2000,*.1.0-10,0-1000,Info,Built,UDP
8:54:20,*.2.140-150,1000-2000,*.1.0-10,0-1000,Info,Built,UDP
8:54:20,*.2.140-150,58000-59000,*.1.0-10,0-1000,Info,Built,UDP
8:54:20,*.2.140-150,1000-2000,*.1.10-20,49000-50000,Info,Built,TCP
8:54:20,*.2.60-70,1000-2000,*.1.0-10,0-1000,Info,Built,TCP
8:54:20,*.2.60-70,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.60-70,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.60-70,1000-2000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:20,*.2.60-70,1000-2000,*.1.0-10,0-1000,Info,Built,TCP
8:54:20,*.2.60-70,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.140-150,1000-2000,*.1.0-10,0-1000,Info,Built,UDP
8:54:20,*.2.140-150,1000-2000,*.1.0-10,0-1000,Info,Built,UDP
8:54:20,*.2.140-150,1000-2000,*.1.10-20,49000-50000,Info,Built,TCP
8:54:20,*.2.140-150,1000-2000,*.1.10-20,49000-50000,Info,Teardown,TCP
8:54:20,*.2.140-150,1000-2000,*.1.0-10,0-1000,Info,Built,TCP
8:54:20,*.2.140-150,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.140-150,1000-2000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:20,*.2.140-150,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.140-150,1000-2000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:20,*.2.60-70,3000-4000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.60-70,3000-4000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:20,*.2.130-140,4000-5000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.130-140,4000-5000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:20,*.2.70-80,4000-5000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.80-90,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.70-80,4000-5000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:20,*.2.80-90,1000-2000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:20,*.2.130-140,1000-2000,*.1.0-10,0-1000,Info,Built,TCP
8:54:20,*.2.130-140,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.130-140,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.130-140,1000-2000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:20,*.2.130-140,1000-2000,*.1.0-10,0-1000,Info,Built,TCP
8:54:20,*.2.130-140,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.120-130,1000-2000,*.1.10-20,0-1000,Info,Built,TCP
8:54:20,*.2.90-100,1000-2000,*.1.0-10,0-1000,Info,Teardown,TCP
8:54:20,*.2.90-100,1000-2000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:20,*.2.40-50,2000-3000,*.1.0-10,0-1000,Info,Teardown,TCP
8:54:20,*.2.40-50,2000-3000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:20,*.2.120-130,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.120-130,1000-2000,*.1.0-10,0-1000,Info,Teardown,TCP
8:54:20,*.2.120-130,1000-2000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:20,*.2.120-130,1000-2000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:20,*.2.150-160,1000-2000,*.1.0-10,0-1000,Info,Built,TCP
8:54:20,*.2.150-160,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.90-100,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.90-100,1000-2000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:20,*.2.150-160,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.150-160,1000-2000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:20,*.2.150-160,1000-2000,*.1.0-10,0-1000,Info,Built,TCP
8:54:20,*.2.150-160,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.130-140,4000-5000,*.1.10-20,0-1000,Info,Teardown,TCP
8:54:20,*.2.120-130,3000-4000,*.1.0-10,0-1000,Info,Teardown,TCP
8:54:20,*.2.70-80,54000-55000,*.1.0-10,0-1000,Info,Teardown,UDP
8:54:20,*.2.10-20,49000-50000,*.1.0-10,0-1000,Info,Teardown,UDP
8:54:20,*.2.90-100,1000-2000,*.1.0-10,0-1000,Info,Built,TCP
8:54:20,*.2.90-100,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.90-100,1000-2000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:20,*.2.120-130,1000-2000,*.1.0-10,0-1000,Info,Built,TCP
8:54:20,*.2.90-100,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.120-130,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.120-130,1000-2000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:20,*.2.120-130,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.10-20,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.60-70,4000-5000,*.1.10-20,0-1000,Info,Built,TCP
8:54:20,*.2.60-70,4000-5000,*.1.10-20,0-1000,Info,Built,UDP
8:54:20,*.2.150-160,3000-4000,*.1.0-10,0-1000,Info,Built,TCP
8:54:20,*.2.150-160,3000-4000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.150-160,3000-4000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:20,*.2.150-160,3000-4000,*.1.0-10,0-1000,Info,Built,TCP
8:54:20,*.2.150-160,3000-4000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.60-70,3000-4000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.60-70,3000-4000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:20,*.2.10-20,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.10-20,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.40-50,2000-3000,*.1.0-10,0-1000,Info,Built,TCP
8:54:20,*.2.40-50,2000-3000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.40-50,2000-3000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:20,*.2.40-50,2000-3000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.90-100,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.90-100,1000-2000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:20,*.2.60-70,1000-2000,*.1.0-10,43000-44000,Info,Built,TCP
8:54:20,*.2.60-70,1000-2000,*.1.0-10,43000-44000,Info,Teardown,TCP
8:54:20,*.2.50-60,53000-54000,*.1.0-10,0-1000,Info,Teardown,UDP
